id,title,artist,genre,mood,energy,tempo_bpm,valence,danceability,acousticness,popularity,release_decade,secondary_moods,language,explicit
7841,Shadow Horizon Golden,PaperRoom7841,metal,peaceful,0.38,117,0.45,0.63,0.23,45,2000s,dreamy|wistful,hindi,false
7842,Winter Drift Neon,StaticSociety7842,kpop,melancholy,0.72,115,0.43,0.95,0.21,58,1970s,aggressive|bright,portuguese,false
7843,City Motion Electric,StaticWave7843,jazz,romantic,0.40,151,0.13,0.76,0.06,63,2010s,cozy|fierce,english,false
7844,Frozen Lights Rising,IronHouse7844,rock,romantic,0.52,150,0.52,0.61,1.00,29,1990s,focused|playful,japanese,false
7845,Ocean Static Winter,StaticEcho7845,lofi,peaceful,0.61,89,0.54,0.44,0.86,36,2000s,dark|gritty,french,false
7846,Sunrise Parade Hollow,Paperline7846,metal,romantic,0.38,111,0.63,0.19,0.44,26,2000s,playful|fierce,korean,false
7847,Paper Waves Velvet,LoCircuit7847,metal,peaceful,0.05,109,0.42,0.56,0.41,53,1970s,introspective|moody,hindi,false
7848,Winter Signal Falling,LoGarden7848,country,happy,0.84,57,0.28,0.68,0.34,67,2010s,dark|gritty,japanese,false
7849,Storm Sky Golden,ShadowRiders7849,hiphop,hopeful,0.54,92,0.69,1.00,0.00,42,1990s,dreamy|uplifting,korean,false
7850,Iron Bloom Hollow,IndigoTheory7850,indie,peaceful,1.00,136,0.38,0.48,0.00,100,2010s,wistful|tender,spanish,false
7851,Wild Echo Rising,StaticCircuit7851,classical,sad,0.50,172,0.00,0.24,0.21,69,1980s,tender|aggressive,spanish,false
7852,Electric Lights Amber,LoSound7852,rnb,energetic,0.16,94,0.73,0.89,0.09,67,1990s,bright|focused,english,false
7853,Neon Runner Electric,LoRoom7853,lofi,hopeful,0.42,156,0.51,0.32,0.85,54,2010s,gritty|aggressive,french,false
7854,Faded Signal Storm,StaticWave7854,lofi,peaceful,0.74,96,0.67,0.41,0.40,41,2000s,dreamy|warm,hindi,false
7855,Shadow Waves Hollow,NovaRiders7855,reggae,chill,0.48,155,0.68,0.49,0.20,69,1980s,bittersweet|triumphant,hindi,true
7856,Hollow Dreams Golden,GlassWave7856,kpop,melancholy,0.32,138,0.43,0.61,0.47,53,2000s,introspective|moody,portuguese,false
7857,Distant Pulse Library,ShadowCircuit7857,jazz,angry,0.73,50,0.50,0.60,0.33,39,2010s,bittersweet|dreamy,korean,false
7858,Hollow Echo Falling,AmberDrift7858,latin,happy,0.91,105,0.69,0.67,0.21,30,2020s,cozy|bittersweet,portuguese,false
7859,Silent Lights Electric,AmberGarden7859,latin,angry,0.68,127,0.68,0.73,1.00,49,2020s,aggressive|moody,english,false
7860,Wild Pulse Desert,VelvetLanterns7860,folk,chill,0.43,82,0.19,0.69,0.49,16,2000s,nostalgic|playful,hindi,false
7861,Velvet Signal Golden,LoSignal7861,latin,chill,0.77,118,0.34,0.43,0.76,50,1980s,bittersweet|cozy,german,false
7862,Glass Rain Falling,StaticEcho7862,pop,romantic,0.33,121,0.60,0.53,0.51,46,2020s,focused|bright,french,false
7863,Electric Coding Glass,VelvetSound7863,classical,angry,0.59,111,0.76,0.61,0.68,16,1980s,triumphant|dreamy,french,false
7864,Electric Drift Summer,CrimsonHouse7864,reggae,peaceful,0.49,116,0.85,0.42,0.03,76,1970s,tender|cozy,korean,false
7865,Faded Rain Paper,EchoDrift7865,pop,happy,0.14,101,0.70,0.64,0.45,60,1990s,tender|bittersweet,hindi,false
7866,Iron Reverie Summer,StaticSound7866,kpop,happy,0.53,120,0.27,0.41,0.62,86,2020s,gritty|bright,french,false
7867,Crystal Fire Distant,Crimsonline7867,lofi,angry,0.45,115,0.50,0.68,0.00,46,1970s,dark|focused,english,false
7868,Velvet Sky Amber,VoltRiders7868,lofi,intense,0.70,73,0.59,0.14,0.20,80,2000s,dreamy|gritty,portuguese,false
7869,Neon Hymn Golden,VoltRoom7869,lofi,happy,0.35,166,0.80,0.44,0.55,58,1980s,tender|uplifting,japanese,false
7870,Velvet Pulse Hollow,StaticCircuit7870,latin,romantic,0.41,112,0.36,0.67,0.13,52,2010s,uplifting|dreamy,japanese,false
7871,Neon City Burning,IndigoGarden7871,edm,chill,0.68,124,0.52,0.83,0.00,35,1980s,warm|cozy,hindi,false
7872,Crystal Horizon Sunrise,NovaSignal7872,metal,angry,0.22,97,0.56,0.43,0.19,50,1980s,introspective|playful,french,false
7873,Broken Hymn Storm,EchoHouse7873,jazz,angry,0.65,73,0.42,0.63,0.44,76,1980s,aggressive|focused,spanish,false
7874,Ocean Drift Desert,GlassRoom7874,hiphop,peaceful,0.63,69,0.30,0.41,0.95,66,1970s,bright|dark,hindi,true
7875,Midnight Lights Ocean,GoldenSound7875,rnb,chill,0.24,108,0.43,0.80,0.22,24,1970s,gritty|fierce,french,false
7876,City Parade Faded,LoSignal7876,lofi,angry,0.45,166,0.98,0.19,0.59,52,2020s,playful|dreamy,portuguese,false
7877,Iron Horizon Burning,Lunar77877,lofi,chill,0.59,123,0.66,0.53,0.38,38,1970s,bright|bittersweet,spanish,true
7878,Silent Streets Burning,VoltLanterns7878,kpop,energetic,0.69,88,0.39,0.56,0.32,53,1990s,cozy|bright,french,false
7879,Golden Hymn Glass,PaperSound7879,lofi,romantic,1.00,147,0.14,0.61,0.73,57,2000s,fierce|gritty,french,false
7880,Library Bloom Ocean,PaperCircuit7880,kpop,hopeful,0.36,112,0.40,0.62,0.55,64,2010s,dark|dreamy,korean,false
7881,Broken Heart Desert,LunarCollective7881,lofi,peaceful,0.38,109,0.15,0.39,0.33,72,1990s,dreamy|introspective,portuguese,true
7882,Velvet Fire Wild,NeonDrift7882,rnb,melancholy,0.80,171,0.35,0.65,0.71,56,2010s,aggressive|tender,english,false
7883,Falling Echo Storm,LoSociety7883,pop,peaceful,0.68,99,0.62,0.50,0.65,58,2000s,fierce|wistful,portuguese,false
7884,Desert Pulse Hollow,Silverline7884,folk,sad,0.43,54,0.87,0.38,0.83,57,1980s,focused|bright,german,false
7885,Frozen Echo Golden,NeonSignal7885,reggae,hopeful,0.50,66,0.21,0.75,0.37,72,2010s,nostalgic|cozy,japanese,false
7886,Midnight Waves Hollow,StaticParade7886,rock,hopeful,0.61,130,0.31,0.78,0.17,46,2020s,tender|moody,spanish,false
7887,Wild Reverie Ocean,CrimsonRiders7887,country,energetic,0.60,139,0.81,0.76,0.36,61,1980s,aggressive|playful,spanish,true
7888,Burning Sky Library,CrimsonUnion7888,reggae,happy,0.10,175,0.42,0.59,0.80,70,2010s,triumphant|warm,hindi,true
7889,Winter City Shadow,EchoSound7889,metal,peaceful,1.00,81,0.48,0.40,0.48,64,1970s,warm|nostalgic,hindi,false
7890,Summer Heart Storm,ShadowDrift7890,folk,romantic,0.32,93,0.35,0.37,0.00,52,1990s,uplifting|bright,portuguese,false
7891,Faded Sky Burning,LoCircuit7891,metal,happy,0.33,97,0.56,0.40,0.18,71,2000s,moody|focused,portuguese,false
7892,Shadow Reverie Broken,GoldenProject7892,classical,intense,0.51,91,0.47,0.44,0.56,86,2010s,dreamy|uplifting,french,false
7893,Electric Echo Glass,LunarGarden7893,kpop,angry,0.45,120,0.26,0.60,0.36,36,1970s,bittersweet|focused,german,false
7894,Neon Waves Rooftop,CrimsonSignal7894,jazz,chill,0.91,77,0.34,0.60,0.59,83,1970s,gritty|dreamy,hindi,false
7895,Wild Echo Neon,CrimsonMachine7895,country,melancholy,0.56,109,0.86,0.47,0.11,27,2010s,uplifting|focused,japanese,false
7896,City Waves Silent,PaperUnion7896,latin,energetic,0.94,128,0.46,0.65,0.12,82,2000s,moody|nostalgic,hindi,false
7897,Distant Streets Velvet,GlassMachine7897,country,intense,0.41,140,0.66,0.50,0.54,44,2000s,moody|focused,spanish,false
7898,Amber Drift Silent,VoltRoom7898,jazz,intense,0.93,78,0.79,0.58,0.51,40,1970s,aggressive|dark,portuguese,false
7899,Desert Bloom Glass,Glass77899,indie,hopeful,0.80,102,0.36,0.60,0.00,45,1970s,triumphant|warm,hindi,false
7900,Broken Horizon Hollow,NeonParade7900,latin,energetic,0.16,88,0.42,0.27,0.23,59,1970s,cozy|dark,german,false
7901,Iron Runner Golden,VoltTheory7901,kpop,melancholy,0.70,183,0.63,0.43,0.79,83,1970s,tender|dreamy,spanish,false
7902,Glass Heart Rising,IndigoParade7902,kpop,peaceful,0.54,76,0.84,0.48,0.65,23,1970s,uplifting|cozy,portuguese,false
7903,Winter Runner Golden,PaperWave7903,reggae,romantic,0.97,88,0.85,0.63,0.69,85,2000s,bittersweet|dark,japanese,false
7904,Silent Static Frozen,LunarSignal7904,jazz,peaceful,0.71,79,0.31,0.68,0.45,52,2020s,warm|tender,japanese,true
7905,Iron City Silent,StaticMachine7905,latin,angry,0.58,100,0.50,0.48,0.54,45,1980s,wistful|uplifting,english,false
7906,Wild City City,Ironline7906,country,angry,0.43,83,0.98,0.47,0.36,96,2010s,cozy|bittersweet,german,false
7907,Iron Parade Rising,SolarSignal7907,jazz,energetic,0.31,93,0.13,0.20,0.74,100,2010s,introspective|cozy,korean,false
7908,Golden Streets Wild,VoltCircuit7908,latin,happy,0.83,165,0.57,0.30,0.53,59,1990s,playful|gritty,french,false
7909,Frozen Coding Hollow,NovaSound7909,indie,intense,0.50,89,0.18,0.83,0.29,42,1970s,fierce|playful,english,false
7910,Midnight Nights Sunrise,LunarWave7910,kpop,angry,0.51,101,0.57,0.40,0.29,83,1970s,dark|bright,english,false
7911,Midnight Streets Frozen,ShadowHouse7911,indie,energetic,0.62,166,0.61,0.45,0.00,66,2020s,moody|focused,hindi,true
7912,Electric Horizon Golden,GlassSignal7912,jazz,melancholy,0.48,94,0.61,0.79,0.09,79,2010s,aggressive|warm,hindi,false
7913,Winter Horizon Broken,PixelSociety7913,hiphop,peaceful,1.00,102,0.20,0.49,0.26,46,2000s,tender|triumphant,hindi,true
7914,Neon City Electric,ShadowDrift7914,edm,melancholy,0.44,97,0.50,0.91,0.25,80,2010s,triumphant|nostalgic,english,false
7915,Ocean Drift Summer,Novaline7915,latin,intense,0.49,125,0.42,0.59,0.00,57,1980s,uplifting|warm,japanese,false
7916,Iron Sky Distant,NeonSignal7916,kpop,angry,0.53,117,0.69,0.38,0.00,58,2020s,introspective|fierce,japanese,false
7917,Electric Bloom Iron,StaticRoom7917,edm,peaceful,0.67,108,0.46,0.63,0.29,94,2020s,focused|tender,japanese,false
7918,Broken Signal Summer,ShadowCollective7918,reggae,peaceful,0.14,139,0.00,0.39,0.30,47,2000s,cozy|dreamy,japanese,false
7919,Hollow Bloom Winter,CrimsonTheory7919,latin,melancholy,0.76,133,0.82,0.47,0.65,38,2000s,cozy|uplifting,hindi,false
7920,Shadow Bloom Shadow,VoltWave7920,hiphop,intense,0.58,95,0.36,0.46,0.61,39,2010s,gritty|focused,french,false
7921,Winter City Sunrise,ShadowSound7921,country,angry,0.62,81,0.46,0.58,0.36,52,2000s,gritty|focused,spanish,false
7922,Rising Horizon Electric,VelvetSound7922,edm,melancholy,0.86,132,0.55,0.35,0.14,79,1980s,moody|bittersweet,hindi,false
7923,Electric City Iron,VelvetUnion7923,classical,chill,0.30,131,0.11,0.92,0.50,19,1970s,bittersweet|nostalgic,french,false
7924,Velvet Bloom Iron,Volt77924,lofi,sad,0.30,120,0.23,0.81,0.53,84,1970s,triumphant|bittersweet,german,false
7925,Hollow Dreams Golden,GlassEcho7925,rnb,romantic,0.55,167,0.00,0.74,0.42,67,1990s,nostalgic|uplifting,japanese,false
7926,Rooftop Hymn Ocean,GoldenEcho7926,metal,angry,0.58,85,0.44,0.73,0.88,56,2000s,warm|moody,german,false
7927,Broken Coding Winter,LoSignal7927,rnb,hopeful,0.52,144,0.69,0.84,0.23,85,2000s,cozy|focused,hindi,false
7928,Broken Pulse Winter,ShadowLanterns7928,metal,romantic,0.54,100,0.37,0.07,0.80,60,1980s,introspective|warm,french,false
7929,Ocean Pulse Amber,EchoUnion7929,country,energetic,0.22,70,0.98,0.50,0.20,46,2000s,warm|introspective,english,false
7930,Winter Coding Midnight,VoltMachine7930,classical,sad,1.00,116,0.11,0.44,0.33,65,2010s,dreamy|warm,spanish,false
7931,Glass Streets Winter,IndigoCollective7931,pop,angry,0.77,153,0.86,0.65,0.55,60,2010s,introspective|uplifting,korean,false
7932,Crystal Pulse Electric,VelvetTheory7932,country,happy,0.53,109,0.44,0.38,0.59,49,1990s,cozy|wistful,hindi,false
7933,Burning Rain Faded,StaticEcho7933,classical,peaceful,0.43,140,0.10,0.51,0.00,68,2000s,dreamy|fierce,spanish,true
7934,Burning Bloom Faded,EchoProject7934,latin,peaceful,0.51,108,0.30,0.78,0.18,49,2000s,uplifting|dark,korean,false
7935,Summer Road Wild,GlassMachine7935,hiphop,intense,0.00,104,0.74,0.82,0.53,55,1970s,gritty|bright,korean,false
7936,Faded Motion Rooftop,PixelGarden7936,pop,angry,0.56,176,0.33,0.72,0.32,52,2020s,cozy|dark,german,false
7937,Broken Horizon Hollow,NovaParade7937,country,romantic,0.64,114,0.23,0.61,0.20,1,1970s,introspective|dark,japanese,false
7938,Glass Echo Falling,SilverRoom7938,rock,melancholy,0.52,95,0.72,0.51,0.62,12,2020s,dark|gritty,spanish,false
7939,Wild Dreams Wild,Pixel77939,edm,sad,0.63,90,0.33,0.56,0.73,82,1990s,gritty|triumphant,german,false
7940,Summer Motion Midnight,GoldenDrift7940,edm,intense,0.43,109,1.00,0.55,0.52,81,2020s,bittersweet|gritty,japanese,false
7941,Burning Lights Paper,CrimsonParade7941,indie,hopeful,0.55,120,0.00,0.53,0.62,71,2000s,dreamy|nostalgic,english,false
7942,Storm City Silent,CosmicUnion7942,jazz,intense,0.21,91,0.44,0.64,0.26,48,1990s,moody|triumphant,french,false
7943,Sunrise Parade Winter,LoRiders7943,hiphop,peaceful,0.69,91,0.17,0.69,0.27,48,1970s,gritty|introspective,japanese,false
7944,Crystal Echo Faded,SilverEcho7944,folk,chill,0.58,81,0.62,0.43,0.21,31,1990s,dreamy|fierce,german,false
7945,Crystal Waves Rising,NeonSound7945,pop,energetic,0.84,128,0.27,0.05,1.00,93,1970s,nostalgic|wistful,spanish,false
7946,Midnight Static Desert,Velvetline7946,rock,angry,0.63,110,0.39,0.68,0.34,60,2000s,introspective|gritty,japanese,true
7947,Electric Nights Glass,NovaCollective7947,metal,intense,0.87,176,0.75,0.37,0.00,46,2000s,fierce|moody,french,false
7948,Falling Parade Paper,LoSound7948,indie,intense,0.30,123,0.10,0.04,0.50,45,2010s,introspective|focused,korean,false
7949,Falling Bloom Golden,StaticParade7949,country,peaceful,0.79,92,0.27,0.54,0.59,48,1970s,triumphant|bittersweet,portuguese,false
7950,Rooftop Sky Glass,LoRiders7950,latin,hopeful,0.55,50,0.91,0.71,0.50,72,1980s,fierce|bittersweet,french,false
7951,Golden Drift Glass,CosmicCircuit7951,hiphop,energetic,0.86,112,0.51,0.59,0.55,51,2020s,wistful|warm,german,false
7952,Frozen Bloom Hollow,EchoSignal7952,country,happy,0.56,89,0.72,0.85,0.46,32,2000s,tender|gritty,german,false
7953,Desert Dreams Storm,NeonRiders7953,lofi,romantic,0.55,113,0.65,0.55,0.31,70,1970s,aggressive|gritty,french,false
7954,Glass Streets Silent,SilverSignal7954,hiphop,energetic,0.67,161,0.58,0.34,0.86,85,1990s,gritty|warm,hindi,false
7955,Electric Horizon Neon,EchoProject7955,kpop,chill,0.94,129,0.66,0.48,0.00,58,1990s,introspective|wistful,english,false
7956,Falling City Rooftop,IronEcho7956,edm,happy,0.22,134,0.38,0.71,1.00,31,1990s,warm|fierce,korean,false
7957,Silent Sky Crystal,LoLanterns7957,hiphop,intense,0.40,125,0.71,0.58,0.19,72,1990s,warm|introspective,french,false
7958,Crystal Lights Wild,NovaHouse7958,rock,romantic,0.34,85,0.60,0.35,0.21,86,1980s,moody|introspective,german,false
7959,Silent Bloom Crystal,AmberRoom7959,lofi,angry,0.92,82,0.33,0.44,0.28,21,2000s,moody|triumphant,french,false
7960,Silent Dreams Storm,GoldenUnion7960,latin,happy,0.37,161,0.36,0.22,0.42,47,1980s,tender|introspective,german,false
7961,Falling Coding Desert,NovaProject7961,rnb,hopeful,0.18,153,0.47,0.81,0.51,59,2010s,gritty|tender,korean,false
7962,Shadow Streets Falling,PaperSound7962,hiphop,sad,0.45,82,0.74,0.50,0.00,91,1990s,triumphant|moody,hindi,false
7963,Iron Heart Ocean,StaticUnion7963,country,romantic,0.00,110,0.53,0.24,0.71,66,2010s,warm|dark,portuguese,false
7964,Falling Fire Crystal,SolarWave7964,hiphop,energetic,0.07,114,0.88,0.44,0.55,75,1990s,uplifting|introspective,japanese,false
7965,Faded Coding Burning,IronDrift7965,indie,happy,0.28,118,0.76,0.58,0.86,54,1970s,dreamy|aggressive,spanish,false
7966,City Parade Burning,NeonParade7966,reggae,happy,0.27,50,0.66,0.90,0.26,55,1980s,triumphant|warm,korean,true
7967,Glass Waves Burning,GlassRoom7967,hiphop,chill,0.60,111,0.83,0.81,0.27,75,1990s,introspective|tender,german,false
7968,Amber Parade Rooftop,AmberLanterns7968,rnb,peaceful,0.83,106,0.77,0.52,0.68,50,2020s,gritty|dark,korean,false
7969,Rising Motion Velvet,NeonRoom7969,folk,energetic,0.43,108,0.64,0.79,0.88,87,2020s,bright|tender,japanese,false
7970,Golden Sky Velvet,LunarRoom7970,folk,romantic,0.82,76,0.44,0.52,0.72,58,1980s,bittersweet|uplifting,hindi,false
7971,Amber City Faded,CosmicMachine7971,lofi,angry,0.59,115,0.50,0.61,0.48,80,2020s,bittersweet|warm,japanese,false
7972,Electric Rain Distant,LunarHouse7972,hiphop,romantic,1.00,103,0.53,0.38,0.43,54,2010s,uplifting|aggressive,japanese,false
7973,Broken Heart Crystal,PixelSignal7973,country,happy,0.39,79,0.29,0.42,0.00,59,2020s,playful|bright,japanese,false
7974,Electric Signal Library,PixelSound7974,indie,sad,0.53,118,0.00,0.87,0.00,54,1990s,playful|triumphant,spanish,false
7975,Distant Horizon Shadow,SolarGarden7975,edm,hopeful,0.50,84,0.98,0.77,0.54,60,1990s,moody|warm,english,false
7976,Ocean Bloom Hollow,GoldenCircuit7976,rnb,energetic,0.79,117,0.60,0.57,0.15,52,2010s,triumphant|nostalgic,japanese,false
7977,Winter Fire Faded,AmberHouse7977,reggae,sad,0.44,96,0.66,0.36,0.50,29,2000s,uplifting|introspective,english,false
7978,Falling Dreams Neon,Voltline7978,pop,intense,0.36,142,0.39,0.63,0.15,49,2020s,warm|playful,english,true
7979,Electric Waves Shadow,Velvet77979,folk,angry,0.02,119,0.51,0.33,0.82,12,2000s,dreamy|bittersweet,german,false
7980,Wild Parade Burning,EchoSignal7980,classical,chill,0.68,140,0.60,0.48,0.40,40,2000s,warm|wistful,german,false
7981,Burning Drift Library,SolarParade7981,folk,happy,0.39,63,0.38,0.26,0.32,51,1970s,gritty|tender,hindi,false
7982,Distant Bloom Wild,Cosmicline7982,country,sad,0.33,64,0.71,0.62,0.55,46,2010s,dreamy|uplifting,portuguese,false
7983,Ocean Waves Midnight,EchoHouse7983,rnb,energetic,0.77,65,0.30,0.47,0.00,54,2010s,nostalgic|moody,spanish,false
7984,Summer Dreams Desert,AmberProject7984,rock,energetic,0.77,136,0.31,0.55,0.57,74,2020s,warm|focused,spanish,false
7985,Desert Bloom Distant,CosmicWave7985,folk,intense,0.72,98,1.00,0.48,0.20,50,1980s,uplifting|aggressive,hindi,false
7986,Glass Bloom Paper,IronHouse7986,lofi,melancholy,0.72,153,0.49,0.78,0.00,37,2000s,warm|triumphant,german,false
7987,Summer Parade Electric,CosmicUnion7987,rock,hopeful,1.00,166,0.31,0.69,0.58,39,1970s,dark|wistful,german,true
7988,Amber Drift Summer,CosmicUnion7988,edm,angry,0.55,104,0.50,0.54,0.43,68,2020s,aggressive|moody,spanish,false
7989,Wild Rain Iron,Cosmic77989,lofi,hopeful,0.40,106,0.06,0.93,0.00,33,2000s,focused|warm,korean,false
7990,Velvet Coding Sunrise,GlassHouse7990,pop,peaceful,1.00,99,0.32,0.33,0.28,83,2000s,nostalgic|gritty,portuguese,false
7991,Glass Sky Distant,LoTheory7991,classical,hopeful,0.68,151,0.48,0.46,0.00,70,1970s,warm|bittersweet,english,false
7992,Storm Coding Falling,CrimsonUnion7992,jazz,happy,0.48,122,0.57,0.61,0.42,50,2000s,nostalgic|introspective,german,false
7993,Amber Horizon Neon,Goldenline7993,folk,melancholy,0.72,104,1.00,0.51,0.75,49,1980s,aggressive|tender,german,false
7994,Faded Hymn Frozen,StaticMachine7994,latin,intense,0.43,93,0.33,0.53,0.19,32,1990s,cozy|dreamy,portuguese,false
7995,Crystal Parade Falling,SolarWave7995,reggae,melancholy,0.00,107,0.32,0.50,0.19,43,2000s,nostalgic|playful,french,false
7996,Wild Drift Iron,Silverline7996,pop,sad,0.58,158,0.73,0.15,0.15,100,2000s,dark|moody,japanese,false
7997,Electric Dreams Library,NeonWave7997,folk,hopeful,0.93,142,0.79,1.00,0.00,64,2000s,dreamy|triumphant,hindi,false
7998,Electric Waves Electric,CrimsonUnion7998,indie,intense,0.35,106,0.53,0.48,0.29,26,2000s,dark|bright,english,false
7999,Hollow Reverie Amber,NeonCollective7999,hiphop,hopeful,0.70,140,0.68,0.53,0.16,47,2010s,moody|tender,german,false
8000,Library Reverie Rising,VoltDrift8000,hiphop,melancholy,0.78,113,0.57,0.49,0.61,70,1980s,fierce|triumphant,spanish,false
8001,Crystal Fire Silent,SilverCollective8001,kpop,happy,0.14,112,0.71,0.63,0.43,98,2010s,bright|introspective,german,false
8002,Faded Fire Winter,VoltUnion8002,hiphop,energetic,0.23,81,0.13,0.71,0.68,56,2000s,tender|playful,korean,false
8003,Library Echo Ocean,SolarWave8003,rnb,intense,0.72,119,0.53,0.65,0.86,37,2020s,introspective|aggressive,spanish,false
8004,Glass Pulse Ocean,NeonGarden8004,rock,angry,0.16,93,0.11,0.46,0.02,33,2010s,bittersweet|bright,english,false
8005,Shadow Heart Electric,CosmicSociety8005,rock,hopeful,0.41,128,0.36,0.83,0.77,37,2020s,dreamy|playful,japanese,false
8006,Golden Motion Rising,CosmicRiders8006,hiphop,romantic,0.49,186,0.88,0.73,0.22,44,1990s,uplifting|moody,japanese,false
8007,Summer Hymn Burning,SilverProject8007,jazz,sad,0.51,151,0.36,0.47,0.39,74,2020s,triumphant|bittersweet,portuguese,false
8008,Velvet Streets Midnight,LunarSignal8008,classical,angry,0.84,106,0.31,0.74,0.19,3,2010s,wistful|warm,german,false
8009,Shadow Lights Desert,LunarRoom8009,lofi,peaceful,0.34,200,0.50,0.49,0.42,56,2000s,gritty|aggressive,portuguese,false
8010,Frozen Dreams City,SolarSound8010,pop,happy,0.49,113,0.73,1.00,0.17,45,1980s,bittersweet|dark,english,false
8011,Crystal Signal Hollow,PixelLanterns8011,folk,energetic,0.72,77,0.46,0.88,0.00,85,2000s,tender|dark,hindi,false
8012,Broken Rain Velvet,Lunar78012,reggae,intense,0.46,62,0.55,0.96,0.39,35,2000s,fierce|cozy,portuguese,false
8013,Winter Static Distant,PaperMachine8013,kpop,hopeful,0.54,130,0.44,0.43,0.00,70,1970s,dark|bittersweet,french,false
8014,Silent Reverie Winter,GlassSociety8014,rock,romantic,0.76,111,0.78,0.57,0.60,87,2020s,moody|cozy,spanish,true
8015,Storm City Winter,IndigoUnion8015,hiphop,intense,0.60,99,0.32,0.56,0.00,32,1980s,focused|moody,german,false
8016,Desert Motion Burning,AmberTheory8016,jazz,peaceful,1.00,82,0.70,0.81,0.89,29,2000s,aggressive|bittersweet,hindi,false
8017,Summer Bloom Electric,NovaDrift8017,classical,intense,0.48,86,0.75,0.50,0.00,38,1980s,bright|focused,english,true
8018,Library Lights Electric,PaperSociety8018,lofi,hopeful,0.85,112,0.58,0.36,0.23,48,1980s,dreamy|uplifting,english,false
